"intent","total_jobs","failed_jobs","non_failed_jobs","status_counts_json"
"Please handle Program Content Ideas with the Brand Coordinator. Give me 10 content ideas to promote our programs. Give me the clearest deliverable, priorities, and next steps to act on immediately.","1","0","1","{""completed"":1}"
"Please handle Recruiting Plan Builder with the Recruiting Coordinator. Build strategy to get offers. Give me the clearest deliverable, priorities, and next steps to act on immediately.","1","0","1","{""completed"":1}"
"Please handle Team Branding with the Brand Coordinator. Develop plan to enhance our team brand. Give me the clearest deliverable, priorities, and next steps to act on immediately.","1","0","1","{""completed"":1}"
"Please handle Trainer Finder with the Performance Coordinator. Find personal coaches or trainers in my area for my position. Give me the clearest deliverable, priorities, and next steps to act on immediately.","1","0","1","{""completed"":1}"
"Please handle Weekly Content Plan with the Brand Coordinator and frame it as a recurring workflow for me. Stay consistent. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Follow-Ups with the Recruiting Coordinator and frame it as a recurring workflow for me. Stay consistent. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Graphics with the Brand Coordinator and frame it as a recurring workflow for me. Post performance graphics. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Match Updates with the Recruiting Coordinator and frame it as a recurring workflow for me. Add new schools. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Opponent Scout with the Strategy Coordinator and frame it as a recurring workflow for me. Prepare for next game. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Performance Review with the Strategy Coordinator and frame it as a recurring workflow for me. Track program progress. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly Recruiting Check with the Recruiting Coordinator and frame it as a recurring workflow for me. Track progress. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Please handle Weekly View Report with the Data Coordinator and frame it as a recurring workflow for me. Track exposure. Give me the execution plan, timing, checkpoints, and follow-up actions I should run with.","1","0","1","{""completed"":1}"
"Polished, Deuce, Yes, and both","1","0","1","{""completed"":1}"
"Post to my timeline","1","0","1","{""completed"":1}"
"Pull my Hudl film (https://www.hudl.com/profile/24436012/Javeon-Taylor) and any staged training clips, then help me build a 90-second off-season QB highlight reel. Trim the best throws, add a clean intro with my name, class of 2026, North Forest, height/weight, and generate a thumbnail I can post and send to college coaches this week.","1","0","1","{""awaiting_input"":1}"
"Re-sync all of my connected accounts right now. Review the accounts linked on my NXT1 profile, pull in the latest public updates, and refresh my profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: hudl, maxpreps, instagram, tiktok, youtube, twitter. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: instagram, twitter, hudl, ncsa. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: instagram, youtube. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: maxpreps, instagram. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: maxpreps, ncsa, on3. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: recruitlook. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: twitter, hudl. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: twitter, instagram, hudl, maxpreps. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: twitter, instagram. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: twitter, tiktok. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: twitter, youtube. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Re-sync my connected accounts right now. Refresh these linked accounts: youtube, tiktok, hudl, fieldlevel, maxpreps. Pull in the latest public updates and update my NXT1 profile with any changed data.","1","0","1","{""completed"":1}"
"Recruiting","1","0","1","{""completed"":1}"
"Resend this to ray@nxt1sports.com","1","0","1","{""completed"":1}"
"Ricky13fer but like all the stuff you listed up top in the video to","1","0","1","{""completed"":1}"
"Run an analytics comparison between me and other 2028 point guards in Texas around my size (5'10""). Show me strengths, gaps, and what data points I need to log this off-season to close the distance. Use a chart if helpful.","1","0","1","{""completed"":1}"
"Run an analytics summary on my profile and compare my QB metrics (arm strength, footwork, height/weight, stats) against benchmarks of 2026 QBs currently getting D1 and D2 offers. Generate a chart and tell me the 3 specific numbers I need to improve in the next 60 days to be more recruitable.","1","0","1","{""completed"":1}"
"Save the clip to your profile now","1","0","1","{""completed"":1}"
"Search for 15-20 colleges across D1, D2, D3, and NAIA in Texas and neighboring states that historically recruit 5'10"" point guards. For each, list the head coach, conference, and why they could fit me as a 2028 prospect. Save this as my initial target list.","1","0","1","{""cancelled"":1}"
"Search for colleges that fit me — Class of 2028, 6'3"" 215 lb outfielder from Orlando, FL. Mix in-state options (UF, FSU, UCF, USF, Stetson) with realistic D1/D2 fits in the Southeast and explain why each matches.","1","0","1","{""completed"":1}"
"Search for colleges within driving distance of Anniston, AL that historically recruit linebackers and could be early-relationship targets for me as a 2030 prospect. Include a mix of FBS, FCS, D2, and D3. Give me coach names and contact info so I can start building my list.","1","0","1","{""completed"":1}"
"Send","1","0","1","{""completed"":1}"
"Send a list of d3 recruiting coordinators","1","0","1","{""completed"":1}"
"Send an email with body “ dev test “ to john@nxt1sports.com","1","0","1","{""completed"":1}"
"Send it","1","0","1","{""completed"":1}"
"Send it again","1","0","1","{""completed"":1}"
"Send me pdf","1","0","1","{""completed"":1}"
"Send weekly practice reminder to the roster","1","0","1","{""awaiting_input"":1}"
"Set a scheduled task for me for tomorrow morning at 9am send intro email ray@nxt1sports.com","1","0","1","{""completed"":1}"
"So is it fully up to date","1","0","1","{""completed"":1}"
"So what all is synced for my team currently?","1","0","1","{""completed"":1}"
"So what all you have about our team on here","1","0","1","{""completed"":1}"
"So what do I do with this now?","1","0","1","{""completed"":1}"
"Switch their names you got the wrong name for each one. Do not change anything else","1","0","1","{""completed"":1}"
"Sync connected account to nxt1","1","0","1","{""completed"":1}"
"Sync maxpreps again","1","0","1","{""completed"":1}"
"Sync my connected accounts (hudl, twitter). Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.","1","1","0","{""failed"":1}"
"Sync my connected accounts (maxpreps, hudl, x). Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.","1","0","1","{""completed"":1}"
"Sync my connected accounts (x, hudl, maxpreps, tiktok, youtube). Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: athletic, ncsa. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- athletic: https://www.athletic.net/athlete/27358235/track-and-field/all
- ncsa: https://recruit-match.ncsasports.org/clientrms/athlete_profiles/14014651","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: custom::1778672139315-0. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- custom::1778672139315-0: https://prepredzone.com/player/dylon-coleman/","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: facebook, instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- facebook: https://www.facebook.com/share/1D2TqUEvir/?mibextid=wwXIfr
- instagram: https://instagram.com/teazlindsey","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: fieldlevel. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- fieldlevel: https://www.fieldlevel.com/app/profile/kelsie.moran/volleyballwomen","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, 247sports. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: http://hudl.com/profile/22701643/Teaz-Lindsey/highlights
- 247sports: https://247sports.com/","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, ncsa. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: http://www.hudl.com/profile/22452344
- ncsa: https://recruit-match.ncsasports.org/clientrms/athlete_profiles/10854149","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/19401022/Hayden-Schwab
- twitter: @schwabhayden1","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/22261160
- twitter: @ix_d17","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/22695593
- twitter: @Damauri Brigmon","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/23083198
- twitter: @Luhtris23","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/23130263
- twitter: @Lamarsauls71885","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/23862865
- twitter: @ballermadelogan","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/27392190
- twitter: @Cole_Stricklin","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/28741340
- twitter: @KadeEtier22","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/v/2Qsknv
- twitter: @Cfwqalin","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, twitter. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/v/2TCnRU
- twitter: @Lukefrayer10","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/19341470
- x: https://x.com/deshon4yancey","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/19517165/Andreas-Reese
- x: https://x.com/Andreas4Reese","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, x. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/19756084
- x: https://x.com/jahdenruff","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: http://www.hudl.com/profile/22619876
- youtube: https://youtube.com/@cfk.dd8?si=leozUHZLq6TcFMbR","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/20938391
- youtube: https://youtube.com/@elijahscarbrough?si=sXzEI5PzvUmHY3IO","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/24281932
- youtube: https://youtube.com/@staydownkg?si=RWHy9xU6cHIuSQ0q","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl, youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/29005009
- youtube: https://@AjAello","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: http://www.hudl.com/profile/22561274","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/16539552/Ezekiel-Osborne","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://www.hudl.com/profile/22391018/Kyle-Keener","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, recruiting updates, achievements, and recent news). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- hudl: https://fan.hudl.com/usa/tx/coppell/organization/6840/coppell-high-school/team/17348/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, ncsa. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: https://instagram.com/Drereese.4
- ncsa: https://recruit-match.ncsasports.org/clientrms/athlete_profiles/10352949","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: 803.Sumo
- tiktok: @mrhavvin.0","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Greg_in.motion
- tiktok: @Greg_in_motion","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Primetime.luke
- tiktok: @primetimeluke","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: _.wakka.0
- tiktok: @wakka.3","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: colestricklin10
- tiktok: @colestricklin10","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: https://instagram.com/Dyloncoleman_
- tiktok: https://tiktok.com/@Moneyond","1","1","0","{""failed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, tiktok. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: staydownkg
- tiktok: @llorkhi","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram, youtube. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: https://instagram.com/ice30curry
- youtube: https://youtube.com/@ice30curry","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Cfwqalin","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Djwitdasniper","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Kadethemain2028","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: Xvii_d17","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: ballermadelogan","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: d.1__mar","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: haydenschwab13","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: https://instagram.com/shonn.11","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: instagram. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- instagram: luh_jahdenn","1","0","1","{""thinking"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/ga/buford/buford-wolves/athletes/dylan-raiola/?careerid=l575q7geuv233
- hudl: https://www.hudl.com/profile/14514680/Dylan-Raiola","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/ga/douglasville/douglas-county-tigers/athletes/devin-carter/?careerid=qgp4rg95mrv77
- hudl: https://www.hudl.com/profile/15126815/Devin-Carter","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: NXT1 profile. Collect and add or update all relevant athlete fields now (bio, team context, position details, measurables, achievements, offers, and recent performance/news). Never invent or fabricate missing data. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/ga/warner-robins/houston-county-bears/athletes/antwann-hill-jr/?careerid=jmt5fhb3ce0p9
- hudl: https://www.hudl.com/profile/13789796/Antwann-Hill-Jr","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/akron/buchtel-griffins/football/
- hudl: https://fan.hudl.com/usa/oh/akron/organization/7642/buchtel-high-school/team/18832/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/akron/garfield-rams/football/
- hudl: https://fan.hudl.com/usa/oh/akron/organization/12031/kenmore-garfield-high-school/team/28435/boys-varsity-football","1","0","1","{""completed"":1}"
"Sync my connected accounts. Linked accounts in this job: maxpreps, hudl. Target profile: team profile. Collect and add or update all relevant team fields now (identity, schedule, roster context, achievements, recent news, and recruiting records for identifiable prospects). Never invent or fabricate roster players; if source roster data is empty, skip roster writes and report that explicitly. When a recruiting mention identifies a prospect, write a team-linked recruiting record and link it to the athlete account when a valid rostered athlete target exists. Execute the sync immediately and write the updates directly to the target profile.

Accounts to sync:
- maxpreps: https://www.maxpreps.com/oh/lyndhurst/brush-arcs/football/
- hudl: https://fan.hudl.com/usa/oh/lyndhurst/organization/11474/brush-high-school/team/26668/boys-varsity-football","1","0","1","{""completed"":1}"
